link_no,start_location_lrp,start_location_offset,start_location_chainage,end_location_lrp,end_location_offset,end_location_chainage,length,heavy_truck_aadt,medium_truck_aadt,small_truck_aadt,large_bus_aadt,medium_bus_aadt,micro_bus_aadt,utility,car_aadt,total_motorized_aadt
N1-1L,LRPS,0,0,LRPS,822,0.822,0.822,402,5842,1147,2842,526,2010,238,1851,18236
N1-1R,LRPS,0,0,LRPS,822,0.822,0.822,660,6155,1554,2744,971,2120,480,2608,20236
N1-2L,LRPS,822,0.822,LRPS,4175,4.175,3.353,660,6155,1554,2744,971,2120,480,2608,20236
N1-2R,LRPS,822,0.822,LRPS,4175,4.175,3.353,402,5842,1147,2842,526,2010,238,1851,18236
N1-3L,LRPS,4175,4.175,LRPS,7181,7.181,3.006,91,2706,2184,2534,1773,1643,314,1690,16288
N1-3R,LRPS,4175,4.175,LRPS,7181,7.181,3.006,85,2544,2053,2412,1688,1564,298,1609,15445
N1-4L,LRPS,7181,7.181,LRP009,260,8.763,1.582,174,2905,1360,2576,1356,1415,320,1579,16001
N1-4R,LRPS,7181,7.181,LRP009,260,8.763,1.582,153,2955,1566,2438,1456,1299,345,1948,15996
N1-5L,LRP009,260,8.763,LRP012,439,11.936,3.173,174,4965,3478,3296,2791,1751,249,1579,22591
N1-5R,LRP009,260,8.763,LRP012,439,11.936,3.173,153,4419,3221,2880,2408,2787,345,2105,22541
N1-6L,LRP012,439,11.936,LRP013,3411,15.935,3.999,153,4419,3221,2880,2408,2787,345,2105,22541
N1-6R,LRP012,439,11.936,LRP013,3411,15.935,3.999,174,4965,3478,3296,2791,1751,249,1579,22591
N1-7L,LRP013,3411,15.935,LRP013,7520,20.044,4.109,153,4419,3221,2880,2408,2787,345,2105,22541
N1-7R,LRP013,3411,15.935,LRP013,7520,20.044,4.109,174,4965,3478,3296,2791,1751,249,1579,22591
N1-8L,LRP013,7520,20.044,LRP022,1935,23.564,3.52,355,5314,1116,1401,726,1663,403,2137,14589
N1-8R,LRP013,7520,20.044,LRP022,1935,23.564,3.52,244,4999,1005,2019,684,1647,396,1961,14389
N1-9L,LRP022,1935,23.564,LRP031,162,30.936,7.372,244,4999,1005,2019,684,1647,396,1961,14389
N1-9R,LRP022,1935,23.564,LRP031,162,30.936,7.372,355,5314,1116,1401,726,1663,403,2137,14589
N1-10L,LRP031,162,30.936,LRP033,3664,36.271,5.335,355,5314,1116,1401,726,1663,403,2137,14589
N1-10R,LRP031,162,30.936,LRP033,3664,36.271,5.335,244,4999,1005,2019,684,1647,396,1961,14389
N1-11L,LRP033,3664,36.271,LRP033,5859,38.466,2.195,355,5314,1116,1401,726,1663,403,2137,14589
N1-11R,LRP033,3664,36.271,LRP033,5859,38.466,2.195,244,4999,1005,2019,684,1647,396,1961,14389
N1-12L,LRP033,5859,38.466,LRP043,3119,45.388,6.922,348,4941,928,1627,632,695,397,1049,11549
N1-12R,LRP033,5859,38.466,LRP043,3119,45.388,6.922,359,4772,851,1637,566,699,398,1126,11392
N1-13L,LRP043,3119,45.388,LRP043,4955,47.224,1.836,348,4941,928,1627,632,695,397,1049,11549
N1-13R,LRP043,3119,45.388,LRP043,4955,47.224,1.836,359,4772,851,1637,566,699,398,1126,11392
N1-14L,LRP043,4955,47.224,LRP043,13208,55.477,8.253,359,4772,851,1637,566,699,398,1126,11392
N1-14R,LRP043,4955,47.224,LRP043,13208,55.477,8.253,348,4941,928,1627,632,695,397,1049,11549
N1-15L,LRP043,13208,55.477,LRP043,20009,62.278,6.801,348,4941,928,1627,632,695,397,1049,11549
N1-15R,LRP043,13208,55.477,LRP043,20009,62.278,6.801,359,4772,851,1637,566,699,398,1126,11392
N1-16L,LRP043,20009,62.278,LRP067,3912,69.638,7.36,348,4941,928,1627,632,695,397,1049,11549
N1-16R,LRP043,20009,62.278,LRP067,3912,69.638,7.36,359,4772,851,1637,566,699,398,1126,11392
N1-17L,LRP067,3912,69.638,LRP076,1760,75.589,5.951,308,5253,680,1824,454,959,393,1215,13700
N1-17R,LRP067,3912,69.638,LRP076,1760,75.589,5.951,336,5605,763,1863,474,1037,415,1042,13933
N1-18L,LRP076,1760,75.589,LRP076,8017,81.846,6.257,308,5253,680,1824,454,959,393,1215,13700
N1-18R,LRP076,1760,75.589,LRP076,8017,81.846,6.257,336,5605,763,1863,474,1037,415,1042,13933
N1-19L,LRP076,8017,81.846,LRP076,12068,85.897,4.051,308,5253,680,1824,454,959,393,1215,13700
N1-19R,LRP076,8017,81.846,LRP076,12068,85.897,4.051,336,5605,763,1863,474,1037,415,1042,13933
N1-20L,LRP076,12068,85.897,LRP076,13537,87.366,1.469,308,5253,680,1824,454,959,393,1215,13700
N1-20R,LRP076,12068,85.897,LRP076,13537,87.366,1.469,336,5605,763,1863,474,1037,415,1042,13933
N1-21L,LRP076,13537,87.366,LRP091,897,89.41,2.044,294,5781,770,1356,307,516,257,732,11826
N1-21R,LRP076,13537,87.366,LRP091,897,89.41,2.044,321,5542,848,1306,321,522,282,825,11749
N1-22L,LRP091,897,89.41,LRP093,1090,91.583,2.173,294,5781,770,1356,307,516,257,732,11826
N1-22R,LRP091,897,89.41,LRP093,1090,91.583,2.173,321,5542,848,1306,321,522,282,825,11749
N1-23L,LRP093,1090,91.583,LRP105,3631,105.879,14.296,294,5781,770,1356,307,516,257,732,11826
N1-23R,LRP093,1090,91.583,LRP105,3631,105.879,14.296,321,5542,848,1306,321,522,282,825,11749
N1-24L,LRP105,3631,105.879,LRP105,17450,119.698,13.819,294,5781,770,1356,307,516,257,732,11826
N1-24R,LRP105,3631,105.879,LRP105,17450,119.698,13.819,321,5542,848,1306,321,522,282,825,11749
N1-25L,LRP105,17450,119.698,LRP142,230,138.869,19.171,459,3515,726,761,304,688,251,508,8465
N1-25R,LRP105,17450,119.698,LRP142,230,138.869,19.171,398,3838,863,780,314,674,306,589,8875
N1-26L,LRP142,230,138.869,LRP143,500,140.251,1.382,459,3515,726,761,304,688,251,508,8465
N1-26R,LRP142,230,138.869,LRP143,500,140.251,1.382,398,3838,863,780,314,674,306,589,8875
N1-27L,LRP143,500,140.251,LRP146,240,143.034,2.783,626,4617,1156,1923,588,791,216,716,12176
N1-27R,LRP143,500,140.251,LRP146,240,143.034,2.783,728,4991,1253,2234,667,1164,249,813,14201
N1-28L,LRP146,240,143.034,LRP147,1614,145.409,2.375,728,4991,1253,2234,667,1164,249,813,14201
N1-28R,LRP146,240,143.034,LRP147,1614,145.409,2.375,626,4617,1156,1923,588,791,216,716,12176
N1-29L,LRP147,1614,145.409,LRP152,448,149.289,3.88,355,5555,1533,1572,630,1141,285,980,13718
N1-29R,LRP147,1614,145.409,LRP152,448,149.289,3.88,350,5976,1656,1618,669,1185,355,1071,14555
N1-30L,LRP152,448,149.289,LRP160,738,157.685,8.396,393,4967,1201,1656,293,775,282,973,11587
N1-30R,LRP152,448,149.289,LRP160,738,157.685,8.396,437,5132,981,1477,239,613,235,833,10981
N1-31L,LRP160,738,157.685,LRP164,619,161.582,3.897,355,5555,1533,1572,630,1141,285,980,13718
N1-31R,LRP160,738,157.685,LRP164,619,161.582,3.897,350,5976,1656,1618,669,1185,355,1071,14555
N1-32L,LRP164,619,161.582,LRP164,6720,167.683,6.101,366,3877,1050,1313,539,752,319,770,11604
N1-32R,LRP164,619,161.582,LRP164,6720,167.683,6.101,376,4095,978,1358,526,765,277,770,11741
N1-33L,LRP164,6720,167.683,LRP164,20501,181.464,13.781,366,3877,1050,1313,539,752,319,770,11604
N1-33R,LRP164,6720,167.683,LRP164,20501,181.464,13.781,376,4095,978,1358,526,765,277,770,11741
N1-34L,LRP164,20501,181.464,LRP197,1120,194.603,13.139,366,3877,1050,1313,539,752,319,770,11604
N1-34R,LRP164,20501,181.464,LRP197,1120,194.603,13.139,376,4095,978,1358,526,765,277,770,11741
N1-35L,LRP197,1120,194.603,LRP209,486,206.402,11.799,986,5219,1000,1499,561,881,230,831,14522
N1-35R,LRP197,1120,194.603,LRP209,486,206.402,11.799,1217,5230,1456,1648,654,843,247,775,15220
N1-36L,LRP209,486,206.402,LRP225,6400,228.406,22.004,986,5219,1000,1499,561,881,230,831,14522
N1-36R,LRP209,486,206.402,LRP225,6400,228.406,22.004,1217,5230,1456,1648,654,843,247,775,15220
N1-37,LRP225,6400,228.406,LRP225,10748,232.754,4.348,21,1105,808,898,621,987,194,694,8903
N1-38,LRP225,10748,232.754,LRP251,496,247.893,15.139,21,1105,808,898,621,987,194,694,8903
N1-39,LRP251,496,247.893,LRP251,3048,250.445,2.552,21,1105,808,898,621,987,194,694,8903
N1-40,LRP251,3048,250.445,LRP251,5559,252.956,2.511,21,1105,808,898,621,987,194,694,8903
N1-41,LRP251,5559,252.956,LRP259,726,255.725,2.769,21,1105,808,898,621,987,194,694,8903
N1-42,LRP259,726,255.725,LRP259,1810,256.809,1.084,30,1077,795,994,658,1483,305,658,9661
N1-43,LRP259,1810,256.809,LRP264,3734,263.744,6.935,30,1077,795,994,658,1483,305,658,9661
N1-44,LRP264,3734,263.744,LRP264,4060,264.07,0.326,24,1181,882,802,639,1307,196,840,10851
N1-45,LRP264,4060,264.07,LRP264,5400,265.41,1.34,24,1181,882,802,639,1307,196,840,10851
N1-46,LRP264,5400,265.41,LRP277,1763,274.982,9.572,24,1181,882,802,639,1307,196,840,10851
N1-47,LRP277,1763,274.982,LRP281,700,278.013,3.031,23,786,1237,944,92,1267,109,811,12679
N1-48,LRP281,700,278.013,LRP291,2558,289.612,11.599,23,786,1237,944,92,1267,109,811,12679
N1-49,LRP291,2558,289.612,LRP291,2920,289.974,0.362,23,786,1237,944,92,1267,109,811,12679
N1-50,LRP291,2920,289.974,LRP299,2769,297.441,7.467,23,786,1237,944,92,1267,109,811,12679
N1-51,LRP299,2769,297.441,LRP312,171,307.582,10.141,42,2364,1215,1015,787,2025,345,1013,11253
N1-52,LRP312,171,307.582,LRP320,308,315.728,8.146,42,2364,1215,1015,787,2025,345,1013,11253
N1-53,LRP320,308,315.728,LRP321,63,316.356,0.628,42,2364,1215,1015,787,2025,345,1013,11253
N1-54,LRP321,63,316.356,LRP328,485,323.842,7.486,42,2364,1215,1015,787,2025,345,1013,11253
N1-55,LRP328,485,323.842,LRP331,844,327.188,3.346,44,774,249,749,144,1058,202,661,5566
N1-56,LRP331,844,327.188,LRP335,500,330.874,3.686,44,774,249,749,144,1058,202,661,5566
N1-57,LRP335,500,330.874,LRP336,764,332.066,1.192,44,774,249,749,144,1058,202,661,5566
N1-58,LRP336,764,332.066,LRP336,1575,332.877,0.811,44,774,249,749,144,1058,202,661,5566
N1-59,LRP336,1575,332.877,LRP341,852,337.31,4.433,39,1009,549,784,238,1018,165,318,8074
N1-60,LRP341,852,337.31,LRP348,96,343.559,6.249,35,595,159,412,136,760,118,109,4275
N1-61,LRP348,96,343.559,LRP354,509,350.054,6.495,35,595,159,412,136,760,118,109,4275
N1-62,LRP354,509,350.054,LRP376,57,370.982,20.928,35,595,159,412,136,760,118,109,4275
N1-63,LRP376,57,370.982,LRP378,593,373.475,2.493,35,595,159,412,136,760,118,109,4275
N1-64,LRP378,593,373.475,LRP386,724,381.481,8.006,35,595,159,412,136,760,118,109,4275
N1-65,LRP386,724,381.481,LRP403,217,398.205,16.724,24,455,137,129,200,568,131,142,4681
N1-66,LRP403,217,398.205,LRP413,300,408.434,10.229,24,455,137,129,200,568,131,142,4681
N1-67,LRP413,300,408.434,LRP420,900,416.044,7.61,24,455,137,129,200,568,131,142,4681
N1-68,LRP420,900,416.044,LRP433,521,428.908,12.864,24,455,137,129,200,568,131,142,4681
N1-69,LRP433,521,428.908,LRP467,130,462.254,33.346,24,455,137,129,200,568,131,142,4681
N101-1,LRPS,0,0,LRPE,0,6.021,6.021,231,1170,336,285,197,224,421,164,9099
N102-1,LRPS,0,0,LRP009,1110,10.206,10.206,231,1170,336,285,197,224,421,164,9099
N102-2,LRP009,1110,10.206,LRP018,2570,20.658,10.452,231,1170,336,285,197,224,421,164,9099
N102-3,LRP018,2570,20.658,LRP024,1242,25.473,4.815,231,1170,336,285,197,224,421,164,9099
N102-4,LRP024,1242,25.473,LRP038,408,38.866,13.393,346,840,575,457,46,436,107,231,6046
N102-5,LRP038,408,38.866,LRP042,1928,44.427,5.561,346,840,575,457,46,436,107,231,6046
N102-6,LRP042,1928,44.427,LRP055,1143,56.883,12.456,346,840,575,457,46,436,107,231,6046
N102-7,LRP055,1143,56.883,LRP062,169,63.061,6.178,346,840,575,457,46,436,107,231,6046
N102-8,LRP062,169,63.061,LRP070,419,71.456,8.395,98,1352,1152,718,189,874,177,512,11521
N102-9,LRP070,419,71.456,LRP070,6234,77.271,5.815,98,1352,1152,718,189,874,177,512,11521
N102-10,LRP070,6234,77.271,LRPE,0,83.382,6.111,98,1352,1152,718,189,874,177,512,11521
N103-1,LRPS,0,0,LRPE,0,4.779,4.779,0,110,144,0,0,228,57,138,13887
N104-1,LRPS,0,0,LRPS,1878,1.878,1.878,90,675,406,217,379,517,61,174,7799
N104-2,LRPS,1878,1.878,LRP004,270,4.35,2.472,90,675,406,217,379,517,61,174,7799
N104-3,LRP004,270,4.35,LRP008,485,8.315,3.965,90,675,406,217,379,517,61,174,7799
N104-4,LRP008,485,8.315,LRP014,994,14.809,6.494,90,675,406,217,379,517,61,174,7799
N104-5,LRP014,994,14.809,LRP017,230,17.13,2.321,67,820,426,322,205,281,44,90,7170
N104-6,LRP017,230,17.13,LRP023,923,23.823,6.693,67,820,426,322,205,281,44,90,7170
N104-7,LRP023,923,23.823,LRP032,2120,34.12,10.297,67,820,426,322,205,281,44,90,7170
N104-8,LRP032,2120,34.12,LRP032,4033,36.033,1.913,67,820,426,322,205,281,44,90,7170
N104-9,LRP032,4033,36.033,LRP042,1230,43.03,6.997,46,1263,625,975,565,755,147,357,8865
N104-10,LRP042,1230,43.03,LRP044,1380,45.2,2.17,46,1263,625,975,565,755,147,357,8865
N104-11,LRP044,1380,45.2,LRPE,0,49.63,4.43,19,675,496,502,496,479,132,393,7898
N105-1,LRPS,0,0,LRP006,181,6.309,6.309,338,3887,774,98,131,793,294,619,13111
N105-2,LRP006,181,6.309,LRP012,546,12.803,6.494,245,3444,1481,20,0,1159,102,954,10396
N105-3,LRP012,546,12.803,LRP020d,0,21.221,8.418,223,4762,1090,60,19,944,101,1275,11521
N105-4,LRP020d,0,21.221,LRP028,895,28.61,7.389,320,3715,1155,1,0,928,102,804,8791
N105-5,LRP028,895,28.61,LRP035,1289,36.158,7.548,320,3715,1155,1,0,928,102,804,8791
N105-6,LRP035,1289,36.158,LRP045,1118,45.998,9.84,320,3715,1155,1,0,928,102,804,8791
N105-7,LRP045,1118,45.998,LRPE,0,48.881,2.883,328,3092,1796,351,309,1381,181,1240,10373
N106-1,LRPS,0,0,LRP010,2084,12.192,12.192,12,2672,709,757,741,750,289,1063,17165
N106-2,LRP010,2084,12.192,LRP018,1533,19.321,7.129,0,776,362,197,220,281,217,296,8908
N106-3,LRP018,1533,19.321,LRP024,828,24.297,4.976,0,776,362,197,220,281,217,296,8908
N106-4,LRP024,828,24.297,LRP025,820,25.278,0.981,0,776,362,197,220,281,217,296,8908
N106-5,LRP025,820,25.278,LRP039,690,37.25,11.972,0,342,189,195,120,184,418,103,2443
N106-6,LRP039,690,37.25,LRP044,296,41.825,4.575,0,342,189,195,120,184,418,103,2443
N106-7,LRP044,296,41.825,LRP051,147,48.879,7.054,0,342,189,195,120,184,418,103,2443
N106-8,LRP051,147,48.879,LRP059,566,57.303,8.424,0,92,127,56,104,103,83,35,1975
N106-9,LRP059,566,57.303,LRPE,0,66.85,9.547,0,92,127,56,104,103,83,35,1975
N107-1,LRPS,0,0,LRP002,939,2.957,2.957,0,338,475,132,0,265,27,258,4995
N107-2,LRP002,939,2.957,LRP002,3247,5.265,2.308,0,338,475,132,0,265,27,258,4995
N107-3,LRP002,3247,5.265,LRP002,8524,10.542,5.277,0,338,475,132,0,265,27,258,4995
N108-1,LRPS,0,0,LRPE,0,22.541,22.541,0,180,130,133,64,402,56,507,4289
N109-1,LRPS,0,0,LRP001,640,1.585,1.585,0,180,130,133,64,402,56,507,4289
N109-2,LRP001,640,1.585,LRP001,1565,2.51,0.925,0,180,130,133,64,402,56,507,4289
N110-1,LRPS,0,0,LRPS,1890,1.89,1.89,0,254,410,452,199,517,419,233,6117
N110-2,LRPS,1890,1.89,LRP008,640,8.2,6.31,0,254,410,452,199,517,419,233,6117
N111-1,LRPS,0,0,LRP010,2620,12.66,12.66,0,254,410,452,199,517,419,233,6117
N112-1,LRPS,0,0,LRPS,1220,1.22,1.22,0,254,410,452,199,517,419,233,6117
N112-2,LRPS,1220,1.22,LRPE,0,2.72,1.5,0,254,410,452,199,517,419,233,6117
N119-1,LRPS,0,0,LRPS,2850,2.85,2.85,0,180,130,133,64,402,56,507,4289
N120-1,LRPS,0,0,LRPS,9340,9.34,9.34,0,254,410,452,199,517,419,233,6117
N120-2,LRPS,9340,9.34,LRPS,17790,17.79,8.45,0,254,410,452,199,517,419,233,6117
N120-3,LRPS,17790,17.79,LRPE,0,20.94,3.15,0,254,410,452,199,517,419,233,6117
N123-1,LRPS,0,0,LRP004,1320,4.65,4.65,na,na,na,na,na,na,na,na,na
N123-2,LRP004,1320,4.65,LRPE,0,8.06,3.41,na,na,na,na,na,na,na,na,na
N124-1,LRPS,0,0,LRPE,0,0.857,0.857,na,na,na,na,na,na,na,na,na
N125-1,LRPS,0,0,LRPE,0,1.14,1.14,na,na,na,na,na,na,na,na,na
N126-1,LRPS,0,0,LRPE,0,1.345,1.345,na,na,na,na,na,na,na,na,na
N127-1,LRPS,0,0,LRPE,0,0.305,0.305,na,na,na,na,na,na,na,na,na
N128-1,LRPS,0,0,LRPE,0,1.297,1.297,na,na,na,na,na,na,na,na,na
N129-1,LRPS,0,0,LRPE,0,2.79,2.79,na,na,na,na,na,na,na,na,na
N2-1,LRPS,0,0,LRP002,1147,2.313,2.313,239,4475,1996,3707,794,3417,446,3024,23308
N2-2,LRP002,1147,2.313,LRP006,900,6.076,3.763,227,4684,1904,1466,1026,1513,637,1458,17245
N2-3,LRP006,900,6.076,LRP011,915,11.111,5.035,237,4415,1904,1451,1018,1422,659,1473,17748
N2-4,LRP011,915,11.111,LRP011,1781,11.977,0.866,237,4415,1904,1451,1018,1422,659,1473,17748
N2-5,LRP011,1781,11.977,LRP030,999,30.225,18.248,244,1432,1041,961,1220,1068,152,1098,11243
N2-6,LRP030,999,30.225,LRP033,1280,33.536,3.311,70,1743,976,2192,437,1319,84,1392,12226
N2-7,LRP033,1280,33.536,LRP042,1831,43.097,9.561,70,1743,976,2192,437,1319,84,1392,12226
N2-8,LRP042,1831,43.097,LRP055,280,54.606,11.509,201,2039,974,1779,222,1030,242,859,9891
N2-9,LRP055,280,54.606,LRP064,621,63.969,9.363,436,1971,896,1936,87,1104,266,808,11151
N2-10,LRP064,621,63.969,LRP069,2478,70.576,6.607,436,1971,896,1936,87,1104,266,808,11151
N2-11,LRP069,2478,70.576,LRP069,5435,73.533,2.957,436,1971,896,1936,87,1104,266,808,11151
N2-12,LRP069,5435,73.533,LRP086,710,85.823,12.29,329,1465,1081,1000,217,598,118,534,9383
N2-13,LRP086,710,85.823,LRP086,1300,86.413,0.59,205,2203,596,1632,294,1402,162,398,11039
N2-14,LRP086,1300,86.413,LRP117,378,116.294,29.881,205,2203,596,1632,294,1402,162,398,11039
N2-15,LRP117,378,116.294,LRP142,278,141.309,25.015,270,1818,958,1045,179,1178,196,764,8071
N2-16,LRP142,278,141.309,LRP146,920,145.961,4.652,206,4176,708,1765,178,1494,298,1159,12680
N2-17,LRP146,920,145.961,LRP182,527,181.657,35.696,338,1131,391,888,54,964,296,1058,7229
N2-18,LRP182,527,181.657,LRP186,600,185.77,4.113,338,1131,391,888,54,964,296,1058,7229
N2-19,LRP186,600,185.77,LRP191,672,190.892,5.122,321,669,504,961,36,911,183,621,6524
N2-20,LRP191,672,190.892,LRP205,750,205.083,14.191,321,669,504,961,36,911,183,621,6524
N2-21,LRP205,750,205.083,LRP216,414,215.832,10.749,198,1089,529,1163,412,1183,455,991,10814
N2-22,LRP216,414,215.832,LRP224,571,224.044,8.212,198,1089,529,1163,412,1183,455,991,10814
N2-23,LRP224,571,224.044,LRP225,900,225.373,1.329,83,613,573,441,405,1002,49,356,7634
N2-24,LRP225,900,225.373,LRP226,2264,227.757,2.384,83,613,573,441,405,1002,49,356,7634
N2-25,LRP226,2264,227.757,LRP229,2095,229.888,2.131,83,613,573,441,405,1002,49,356,7634
N2-26,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466,1425,360,8,190,1010,119,337,5093
N2-27,LRP238,1040,237.923,LRP263,129,262.122,24.199,466,1425,360,8,190,1010,119,337,5093
N2-28,LRP263,129,262.122,LRP282,1155,282.098,19.976,453,1322,435,7,269,910,131,335,5108
N2-29,LRP282,1155,282.098,LRP287,578,286.516,4.418,462,1142,427,17,264,817,131,318,4743
N204-1,LRPS,0,0,LRP022,5439,25.449,25.449,0,176,190,31,38,204,43,92,2271
N204-2,LRP022,5439,25.449,LRPE,0,34.421,8.972,0,176,190,31,38,204,43,92,2271
N205-1,LRPS,0,0,LRPS,1850,1.85,1.85,0,176,190,31,38,204,43,92,2271
N205-2,LRPS,1850,1.85,LRPS,2478,2.478,0.628,0,176,190,31,38,204,43,92,2271
N206-1,LRPS,0,0,LRPS,1797,1.797,1.797,1,83,144,0,28,208,26,174,5133
N207-1,LRPS,0,0,LRP001,1990,2.99,2.99,31,423,312,198,142,323,162,386,5038
N207-2,LRP001,1990,2.99,LRP024,464,24.319,21.329,31,423,312,198,142,323,162,386,5038
N207-3,LRP024,464,24.319,LRP043,12,42.917,18.598,31,423,312,198,142,323,162,386,5038
N207-4,LRP043,12,42.917,LRPE,0,67.985,25.068,31,423,312,198,142,323,162,386,5038
N208-1,LRPS,0,0,LRPS,3190,3.19,3.19,15,453,496,54,732,557,149,741,7514
N208-2,LRPS,3190,3.19,LRP012,1661,13.461,10.271,15,453,496,54,732,557,149,741,7514
N208-3,LRP012,1661,13.461,LRP052,385,51.05,37.589,0,588,332,0,179,525,78,811,5328
N208-4,LRP052,385,51.05,LRP054,677,53.342,2.292,0,588,332,0,179,525,78,811,5328
N208-5,LRP054,677,53.342,LRP058,900,57.495,4.153,39,1324,828,76,1106,1055,77,778,9488
N209-1,LRPS,0,0,LRPS,1330,1.33,1.33,1,499,1030,1134,1805,1694,225,936,13411
N210-1,LRPS,0,0,LRP007,1075,7.045,7.045,1,499,1030,1134,1805,1694,225,936,13411
N210-2,LRP007,1075,7.045,LRPE,0,10.844,3.799,1,499,1030,1134,1805,1694,225,936,13411
N211-1,LRPS,0,0,LRPE,0,1.148,1.148,1,499,1030,1134,1805,1694,225,936,13411
N212-1L,LRPS,0,0,LRPE,0,0.49,0.49,1,499,1030,1134,1805,1694,225,936,13411
N212-1R,LRPS,0,0,LRPE,0,0.49,0.49,1,499,1030,1134,1805,1694,225,936,13411
N213-1,LRPS,0,0,LRPE,0,0.5,0.5,1,499,1030,1134,1805,1694,225,936,13411
N3-1L,LRPS,0,0,LRP001a,0,1.81,1.81,45,3442,3960,5513,5740,8092,4967,32348,82408
N3-1R,LRPS,0,0,LRP001a,0,1.81,1.81,127,3895,4424,5401,5037,8171,4024,31572,81364
N3-2L,LRP001a,0,1.81,LRP001a,7247,9.057,7.247,38,691,4023,3908,4950,13647,4171,32162,73438
N3-2R,LRP001a,0,1.81,LRP001a,7247,9.057,7.247,234,3276,4154,5469,5022,7480,5107,26305,68938
N3-3L,LRP001a,7247,9.057,LRP001a,8711,10.521,1.464,163,2852,2919,3963,3081,3496,812,4681,26384
N3-3R,LRP001a,7247,9.057,LRP001a,8711,10.521,1.464,169,2999,3086,4079,3314,3531,873,4600,27129
N3-4L,LRP001a,8711,10.521,LRP001a,8920,10.73,0.209,163,2852,2919,3963,3081,3496,812,4681,26384
N3-4R,LRP001a,8711,10.521,LRP001a,8920,10.73,0.209,169,2999,3086,4079,3314,3531,873,4600,27129
N3-5L,LRP001a,8920,10.73,LRP020,577,20.449,9.719,42,2102,1598,1655,1803,1728,605,3894,15871
N3-5R,LRP001a,8920,10.73,LRP020,577,20.449,9.719,38,2114,1612,1710,1636,1971,596,4129,16616
N3-6L,LRP020,577,20.449,LRP020,1930,21.802,1.353,38,2114,1612,1710,1636,1971,596,4129,16616
N3-6R,LRP020,577,20.449,LRP020,1930,21.802,1.353,38,2114,1612,1710,1636,1971,596,4129,16616
N3-7L,LRP020,1930,21.802,LRP029,984,29.845,8.043,97,2070,1107,1608,858,1338,103,995,10649
N3-7R,LRP020,1930,21.802,LRP029,984,29.845,8.043,111,2294,1092,1610,810,1305,100,994,10765
N3-8L,LRP029,984,29.845,LRP034,135,34.028,4.183,97,2070,1107,1608,858,1338,103,995,10649
N3-8R,LRP029,984,29.845,LRP034,135,34.028,4.183,111,2294,1092,1610,810,1305,100,994,10765
N3-9L,LRP034,135,34.028,LRP045,370,44.872,10.844,97,2070,1107,1608,858,1338,103,995,10649
N3-9R,LRP034,135,34.028,LRP045,370,44.872,10.844,111,2294,1092,1610,810,1305,100,994,10765
N3-10L,LRP045,370,44.872,LRP048,1306,48.846,3.974,69,2053,1085,1106,236,802,50,618,8054
N3-10R,LRP045,370,44.872,LRP048,1306,48.846,3.974,96,2140,1233,1010,222,798,79,565,8184
N3-11L,LRP048,1306,48.846,LRP048,2016,49.556,0.71,69,2053,1085,1106,236,802,50,618,8054
N3-11R,LRP048,1306,48.846,LRP048,2016,49.556,0.71,96,2140,1233,1010,222,798,79,565,8184
N3-12L,LRP048,2016,49.556,LRP070,1086,70.291,20.735,69,2053,1085,1106,236,802,50,618,8054
N3-12R,LRP048,2016,49.556,LRP070,1086,70.291,20.735,96,2140,1233,1010,222,798,79,565,8184
N3-13L,LRP070,1086,70.291,LRP070,1090,70.295,0.004,69,2053,1085,1106,236,802,50,618,8054
N3-13R,LRP070,1086,70.291,LRP070,1090,70.295,0.004,96,2140,1233,1010,222,798,79,565,8184
N3-14L,LRP070,1090,70.295,LRP074,2122,75.006,4.711,69,2053,1085,1106,236,802,50,618,8054
N3-14R,LRP070,1090,70.295,LRP074,2122,75.006,4.711,96,2140,1233,1010,222,798,79,565,8184
N3-15L,LRP074,2122,75.006,LRP074,6950,79.834,4.828,19,550,296,672,464,406,146,442,4049
N3-15R,LRP074,2122,75.006,LRP074,6950,79.834,4.828,17,656,281,772,492,415,120,491,4103
N3-16L,LRP074,6950,79.834,LRP083,9096,91.122,11.288,19,550,296,672,464,406,146,442,4049
N3-16R,LRP074,6950,79.834,LRP083,9096,91.122,11.288,17,656,281,772,492,415,120,491,4103
N3-17L,LRP083,9096,91.122,LRP105,3129,106.584,15.462,17,656,281,772,492,415,120,491,4103
N3-17R,LRP083,9096,91.122,LRP105,3129,106.584,15.462,19,550,296,672,464,406,146,442,4049
N3-18L,LRP105,3129,106.584,LRP111a,0,109.999,3.415,19,550,296,672,464,406,146,442,4049
N3-18R,LRP105,3129,106.584,LRP111a,0,109.999,3.415,17,656,281,772,492,415,120,491,4103
N3-19,LRP111a,0,109.999,LRP111a,1586,111.585,1.586,19,550,296,672,464,406,146,442,4049
N302-1,LRPS,0,0,LRPS,2375,2.375,2.375,474,5981,3318,1897,2101,2439,916,5383,26677
N302-2,LRPS,2375,2.375,LRP005,601,5.514,3.139,236,4521,3381,1977,2086,3386,839,4874,24473
N302-3,LRP005,601,5.514,LRP008,757,8.73,3.216,284,4946,3587,1975,1766,2501,1098,5443,26048
N302-4,LRP008,757,8.73,LRP008,3397,11.37,2.64,284,4946,3587,1975,1766,2501,1098,5443,26048
